Words,Frequency
"underdevelopment,",1
on.,1
sediment,4
274,1
incorporation,1
spanning,1
validity,2
https://www.sciencedirect.com/science/article/pii/S1470160X17302133,1
drew,1
needed,11
"health,",1
'Highlights\xe2\x80\xa2Institutional,1
desirable,2
"threats,",3
Y,1
contributing,3
(68KB)Download,1
Drug,1
15%,1
energy,20
(23%),1
safe,1
"cat.""",1
https://www.sciencedirect.com/science/article/pii/S0016718517300295,1
chemical,1
relying,3
informal,8
regulation),1
N\xc3\xb3brega',1
"India.""",1
"Instead,",1
adequately,1
depicted,1
park,12
remains,6
sediment-rich,1
hybridized,1
dimensions.AbstractEntities,1
ecosystem.Graphical,1
Australians:,1
grasslands.,1
monophyletic,1
zebra,1
trypan,2
fruit,1
hazards,16
"goals,",2
origins.\xe2\x80\xa2Both,1
trading,1
necessary,12
time.The,1
88.3,1
GenBank,1
https://www.sciencedirect.com/science/article/pii/000632079290740E,1
elevation,2
Genomic,1
accumulation,3
author's,1
"hybridization,",1
nutriment,1
\xe2\x80\x9cpristine,1
conduct,1
ecologically,2
veld,1
bear.,1
complexities,2
rural,3
understanding,15
invocation,1
Index',5
basin',1
subcontinent',1
"here,",1
mostly,4
"energy,",3
8.2\xc2\xa0\xc3\x97\xc2\xa010\xe2\x88\x929,1
head,1
consultation,1
laboratories,1
(HSI).,1
dramatic,2
Captivity',1
abundant,3
"metals,",3
years),1
little,8
pets,2
closer,3
(see,1
adopts,1
support.,1
"development,",4
relations:,1
"Satheesan,",1
"elective,",1
Imperata,2
"travel,",2
"BTR,",2
'Morihiro',1
Defining,1
"2006,",1
supports,1
sequence,9
publications.,1
Project,2
cryobiology,1
coexistence,1
2443,1
"consumption,",1
Human,2
tap,2
FIV,1
destroyed,4
predicted,3
"damaged,",1
12%,1
Not,1
international,18
proportion,4
ketamine,1
check,1
Far-western,2
15-year,1
populations.3.Among,1
subject,4
dolphins.,1
proportional,1
environment.,5
Thailand',1
531\xe2\x80\x93537',1
Endocrine,1
"insects,",1
radicle,2
ideological,1
validate,2
identifies,6
consideration.,1
collector,1
enforcement.,1
forest.,1
staining.,1
Domestic,1
structures,1
modified,2
Confused,1
2001\xe2\x80\x932002,1
perspective,5
posed,2
admissibility,2
4.8\xe2\x80\x9313.6),1
https://www.sciencedirect.com/science/article/pii/S0363811103000195,1
body.,1
topology.,1
explanation.,1
literature,11
changes,7
epidemic,1
"Term,",1
intrusion.,1
\xe2\x80\x98evidence\xe2\x80\x99,2
density,4
indistinguishable,1
interests,10
"characters,",1
Six,2
break,1
II:,2
"exhibitions,",1
initiated,1
surface,4
Lion,1
sexual,2
estimated,8
endocrinology,1
'Epidemiological,1
contagious,1
STR),1
45,1
"""AbstractThis",2
"Canidae,",1
working-age,1
mudflats.,1
discrimination,1
Serengeti,1
"Chittagong,",1
chances,1
PS,1
notion,1
2005\xe2\x80\x932010.',1
biofilm,1
scenario,1
importance,11
topographic,1
fisheries.',1
east,2
"Nigeria,",1
mounting,1
https://www.sciencedirect.com/science/article/pii/S0272771416301044,1
'Ekwal',1
continues,1
zoning,1
annually,1
"LC,",1
biogeographic,2
environmentalists',1
'ReviewPersonality,1
blowpipe.,1
'Alexander,1
forward,1
small,21
canids,7
Cambodian,1
'R.J.',1
genocide,1
normative,1
considerable,7
nation\xe2\x80\x99s,1
social,18
avert,1
scarce,1
world?,1
toxicity,2
"Morphology,",1
opens,2
"epibenthic,",1
alternative,12
appropriately,2
tissue,4
awaiting,1
shellfish.,1
Results,8
plut\xc3\xb4t,1
"Nipah,",1
Data,3
attention.,1
indicates,4
"degradation,",1
persisted,1
fishers.,1
capabilities,1
virtually,1
"floodplains,",1
tiger-specific,2
SummaryRabies,1
mangal,3
Three,2
tigers.,10
segments,1
deltaic,2
multi-dimensional,1
biotechnology,3
volatile,1
5\xc2\xa0GPS,1
TCM,6
born,3
Eco-Development,1
Pulicat,2
remainder,1
electricity.,1
revival,1
Sunda,2
successive,1
82%,1
"tigers,",15
externalities,1
d\xc3\xa9veloppement.,1
Dolphins:,2
discriminating,1
efficiently,1
geographical\xe2\x80\x93historical,1
obtained,12
past.,3
E.,4
assuming,1
sighting,2
lifetime,1
Society\xe2\x80\x93ecosystem,1
extract,1
oleo-resin,2
specifics,1
"$5,332,762",1
Ongoing,1
reach,3
proposition,1
deposits,1
East.Blood,1
consumer,2
102.8,1
start,1
change-induced,3
CARNIVORES',1
conservation,131
'Ethical,2
biocentric,1
discussed.\xe2\x80\xa2Economic,1
PAHs,1
people',1
"depressed,",1
trap,1
scat,2
Bay,7
recommendations,7
own,4
macroalgae,1
'Reeta',1
furthering,1
https://www.sciencedirect.com/science/article/pii/B9780123739858090152,1
hosts.,1
"32(1\xe2\x80\x934),",1
accounted,2
testing,7
exist,6
primary,20
Convention,1
exchange.,1
regard,1
"(lion,",1
"""Highlights\xe2\x80\xa2Not",1
Organic,1
ideology,1
'AbstractPhylogenetic,1
tigress',1
https://www.sciencedirect.com/science/article/pii/S026121941000178X,1
"interests,",2
Cystoisospora,1
insemination,1
"marginal,",1
(REDD+),1
fait,1
varied,5
"heterogeneity),",1
products,12
'Ingi',1
Factors,3
"localization,",1
amoyensis),1
tajacu),1
entanglements,5
identifications,1
'International,1
ecosystems/habitat,1
models:,1
placed,1
mammals).,1
stage,5
https://www.sciencedirect.com/science/article/pii/S1104689915000434,1
gametes,2
1\xc2\xb738,1
"photos,",1
PFOS,1
bacteria,5
donor.SummaryWhether,1
recommended,4
"subfamily,",1
perform,2
rationale,1
'Hunting,1
"electroejaculation,",1
deteriorating,4
"payments,",1
despite,9
2.6\xe2\x80\x932.8,1
obstructed,1
captive-born,4
consequences.,1
gonadotropin-treated,1
'Highlights\xe2\x80\xa2Ecological,1
procyonid-mustelid,1
vis-\xc3\xa0-vis,2
non-human,4
non-legislative,1
"Accordingly,",1
"Lanka,",1
"prawns,",2
TLCs,1
inextricably,2
kg,1
priorities.,1
modelling,4
concerns,3
'Original,3
Captive,2
reintroduced,1
guarantee,2
(Panthera,36
owing,3
"Serrao,",3
application,5
"""Highlights\xe2\x80\xa2The",2
surges,2
periods,2
partial,3
liquid,2
who,2
genes',1
flaviviruses,2
gas,2
sick,2
immunodeficiency,2
transferable,1
multidisciplinary,2
https://www.sciencedirect.com/science/article/pii/B012227430X005833,1
areas.',1
compromises,1
nonhuman,1
probl\xc3\xa9matiques,1
teratospermia.,1
"affect,",2
captive.,1
initiatives,1
joint.,1
SummaryThe,5
region,14
climate-change,1
progesterone,8
choice.,1
socioeconomic,4
Russian,3
ont,1
high-density,2
brief,2
GIZ,1
legacies,1
less-affluent,1
programmes,2
(Ailurus,3
Plans,1
research,29
refuge,1
processes,11
nonrandom,1
mechanisms.AbstractThe,1
royal,1
relies,1
patterning,1
otter,1
areas.,5
100:11.0:11.0:26,1
"habits,",2
nucleic,1
feed,2
distribution,18
environments,3
mega-diversity,1
inbreeding,5
ones.AbstractThe,1
particular,12
took,3
(\xe2\x89\x881,1
visitation,1
(PS).\xe2\x80\xa2Human,1
dynamic,3
"pygargus),",1
Sri,2
amongst,1
Citing,1
Genotypes,1
multifaceted,1
enforced.,1
(Nasua,1
convexity,1
Five,1
free-living,3
Presence,1
diminished,1
acre,1
biodiversity',1
Earth's,2
"(TLC),",1
face,7
Bangladesh',8
specific,14
"Thoothukudi,",1
protocol,1
"Indonesia,",1
reproductive,12
movement,6
captive,28
lived,1
recolonization,1
throwing,1
"3.9\xc2\xa0kg/day,",1
(Mustela,1
"drainages,",1
recreating,1
individuals,11
near,2
revenue.,1
leads,1
(2),7
years,8
somacloning,1
geographic,4
visitor,2
Degeneration,1
20%,2
role,32
"1\xe2\x80\x932),",1
Oil,1
locals,1
Heavy,1
coasts,4
Modifying,2
made,17
antibodies.,1
"pathology,",1
"1991,",6
condyle,2
Sousa,1
"Amblyomma,",1
entrepreneurs,1
Exotic,1
theorizing,1
processing,2
"l\xe2\x80\x99industrie,",1
"inbreeding,",1
correlation,3
bushes,1
diaspora,1
gave,1
'Seminal,1
remain,4
IRBP\xc2\xa0+\xc2\xa0TTR,1
reconstructed,2
vision,2
management:,2
ways,8
Svalbard,1
latitudes,1
investigation.,2
"materials,",1
bottom-up,1
'Phylogenetic,1
probability,1
9.7,1
firma.,1
melting,3
(TMJ),1
hotspot.\xe2\x80\xa2Total,1
>0.05),1
"Third,",1
encompassing,1
"promoted,",1
https://www.sciencedirect.com/science/article/pii/B9780123747112090124,1
pp,13
forestry,3
tips,1
donn\xc3\xa9,1
"walrus,",1
fourteen,1
strained,1
mercuric,3
(BFC),2
assessed,4
canopy.,1
resources.\xe2\x80\xa2The,1
'Scott,1
trained,1
https://www.sciencedirect.com/science/article/pii/B9780128114100000040,1
overview,4
sizes,1
Kanti',1
Preventive,1
Felidae,3
'Kalli,1
observations,4
"interactions,",1
draw,2
"actor,",1
wolf,1
Siberian,5
donors,3
61,1
"perspective,",1
"Nepal,",8
received,3
standing.\xe2\x80\xa2Harmfulness,1
habitat,54
change.AbstractIn,1
'N.J.',1
finally,1
indicus,2
expansion,3
Temporomandibular,1
repeating,1
field,8
care.',2
https://www.sciencedirect.com/science/article/pii/S1462901117310080,1
https://www.sciencedirect.com/science/article/pii/S1467298716306249,1
"causes,",1
'Highlights\xe2\x80\xa2The,3
bivalves.,1
pertaining,1
connectivity,1
Managing,1
off-label,1
Ecohydrology:,1
arthropod,2
empirical,7
markets,1
Within,4
Arabian,1
questionable.,1
Irrawaddy\xe2\x80\x93,2
save,7
"Many,",1
policies,6
lowland,2
equipment,1
seedling,1
incidents,4
antagonized,3
SummaryThis,9
spoken,1
https://www.sciencedirect.com/science/article/pii/S0303264716301575,1
oocyte,3
Shared,1
"Pell\xc3\xa9rdy,",1
"statement,",1
566,1
scarce.,1
hindered,4
PL,10
supply,5
allometric,1
"behaviour,",1
Distribution,1
catchment,1
feeding,1
"GenBank,",1
insufficient,2
resistance,6
damage:,1
Unexpected,1
weeks,1
studies\xe2\x80\x99,1
degeneration,1
especially,19
"categories,",2
\xce\xb12-agonist,1
"5,000",1
securing,1
"phylogeography,",1
confidence,1
"wild,",4
principles,2
"sc\xc3\xa9nario,",1
hypotheses,1
put,2
political,18
coloration,1
wreak,1
Development,3
"attributes,",2
https://www.sciencedirect.com/science/article/pii/0093691X8990099X,1
fruitful,1
India,32
Climate,1
too,2
InvestigationGenetically,1
trees:,1
posed.\xe2\x80\xa2We,1
nutritive,1
'Edward,1
phase.,4
specific.,1
importers,1
matter,3
flooding,3
occur.,2
Ehrlichia,2
reintroduction,4
West.,1
Immediate,2
comparisons,2
https://www.sciencedirect.com/science/article/pii/B9781845690519500016,1
"cytoplasm,",1
Great,2
strategy,12
(a),1
Wild,6
"vulnerabilities,",1
methodology,2
https://www.sciencedirect.com/science/article/pii/B9780123749840005234,1
riparia,5
https://www.sciencedirect.com/science/article/pii/B9780128127117000067,1
killing,6
manipulated,1
Feline,1
vary,3
"In-situ.\xe2\x80\xa2Bamboo,",1
self-concept,1
lupus),1
1.94,1
Updated,1
Isospora,3
military,2
elevations.,1
50,3
preserves,4
biochemical,2
discussions,1
(collared,1
risks,4
ago.,2
welfare,16
achievement,2
promoters,1
"food,",2
occasionally,2
stakeholders.\xe2\x80\xa2Local,1
"knowledge,",4
'Publisher,13
disease.,1
inland,1
including,35
testudinarium,2
other,80
article\xe2\x80\x98Our,1
boards,1
"Thoothukudi),",1
46.8,1
re-create,1
"farmland,",1
chloride,1
disc.,1
constituency,1
According,3
"subspecies,",1
Spain.\xe2\x80\xa2Circulation,1
projects,6
J.',9
"iriomotensis,",1
'C.D.',1
duration,1
"cross-protect,",1
ce,1
Time,1
3,7
bush,3
corruption),1
anticipation,1
cases.,1
aerial,5
mercury-resistant,1
Keep,1
bp,1
digitally,1
weakly,1
intron,1
pandas,3
important),1
peninsula,1
Yohimbine,1
thrown,1
decrease,4
recreation:,1
cares,1
informative,1
ensure,7
forty,1
contained,1
H.,8
"theorizing,",1
winter,1
others,6
'Population,1
epiphytic,1
raises,1
visually,1
survey,8
'Eric',1
kill,10
provisionally,1
"riparia,",1
"product,",1
should,23
landscape,14
visited,1
'AbstractAlthough,2
distant,1
Arunachal,1
Phylogenetic,3
broad,6
opportunities.,1
"asiatiques,",1
seasonality,1
FIV.,1
colonized,1
steeper,1
uncontrolled,1
PFCs,1
Reddy',1
output.,1
reporters,1
conclusive,1
thermal,1
"dolphin,",1
"scale,",2
Its,4
"regime,",1
retains,2
Lanka,1
stray,1
teuszii.,1
"reliable,",2
beloved,1
"sources),",1
Account,1
(as,3
coral,4
"plus,",1
Javan,5
https://www.sciencedirect.com/science/article/pii/0006320792907334,1
physically,1
"understand,",1
South,12
https://www.sciencedirect.com/science/article/pii/B9780123693686500125,1
snake,3
centrifuged,1
"Flora),",1
uncover,1
Reserves,2
arenas.,1
'Surajit',1
CNP,3
CI,2
against,22
(10,1
cat,19
bites,6
Match,1
Riparian,3
country\xe2\x80\x99s,1
'Infanticide,1
53.8\xc2\xa0prey,1
Thailand,3
https://www.sciencedirect.com/science/article/pii/S1617138114000879,1
consumption,6
"south,",1
"(WWF),",1
species?',1
Ten,1
(Carnivora:,1
https://www.sciencedirect.com/science/article/pii/S0044848617309766,1
non-target,2
Proper,1
craniometrically,1
utilities,1
Genetics,3
economics,5
Northern,1
160.48\xc2\xa0km2,1
restricted,2
bone.,2
Carnivores',1
wilderness,2
"sedimentology,",1
discourses,1
abundances,1
respectively,1
Taking,1
Several,2
tolerance,2
nutritional,1
benefits.,1
conspicuous.,1
requirements:,1
examination,2
https://www.sciencedirect.com/science/article/pii/S0016648009003013,1
"alternative,",1
"20\xe2\x80\x9350%,",1
immunization,1
militates,1
4).,1
Hybrid,1
fall,1
development.,6
"vulnerable,",1
banned,1
genes,6
Sundarbans',1
GENETIC,1
metals,4
alone,3
Precipitation,1
"neoplasia,",1
screen,1
"panda,",3
superfamily,1
bioinformatics,1
5867,1
detecting,4
Open,1
tigers',1
World,3
following,3
'Recent,1
Tuticorin,1
psychological,3
female,10
Daniel,3
recover,3
paleo,1
stewardship,1
around,9
Event-Consequence,2
simulate,1
'Subject,6
unavailable,1
Persistent,1
alsophis,1
250\xe2\x80\x93280,1
habitat',1
question:,1
Earth:,1
severe.,1
"requirements,",1
extent).,1
eliminate,1
formerly,1
adenocarcinoma.',1
variation.,1
sous-d\xc3\xa9veloppement,1
elements,2
(Canidae).,1
production,5
fragmentation,6
"simulations,",1
questionnaires,1
'Yi-Hua',1
tourists,1
'Sunil,1
'Debajit',1
walking,1
"debate,",1
easily,3
coast.,2
applications,4
pre-condition,1
hydromorphologic,1
"breeds,",1
'Dictionary',1
pathology,4
preservation.',1
Distributed,1
failure,1
wildcats',1
twin,1
'M.,1
multiplied,1
37/72,1
sections,1
Bazar.,1
space,8
extant,5
meta-regression,1
forensic,11
"nitrate,",2
transplantation,1
project,3
distributions,1
Buddhism,2
sales,2
patent,4
resource',1
"patient,",1
"interaction,",1
sample,4
viral,3
compartments,1
challenges,7
starkly,1
eagles,1
language,1
proximate,1
"hierophis,",1
point,3
treat,1
neutral,2
(rule,1
favored,1
delivery,1
Village,1
strong,6
30\xe2\x80\x9340\xe2\x80\xafyears.,1
attached,1
"constructed,",1
https://www.sciencedirect.com/science/article/pii/B0080430767991095,1
Man,1
edges,2
Gland,1
exemplifies,1
Babesia,3
availability,4
Drawing,1
2011,1
Haemaphysalis,1
science,1
mapping,2
"501\xe2\x80\x93515""",1
reoccupy,1
"conservation.""",1
action,6
training,2
300,1
"change,",3
biomarkers,1
fee,3
"Hence,",1
'Ram,1
long-term,8
"erosion,",3
"felis,",1
"personality.""",1
gaining,1
Selective,1
"teuszii,",1
canine,5
California,1
135,2
'Netta',1
entire,5
"C,",1
compartments.,1
"influences,",1
Bartonella,2
north.,1
novel,5
21,1
'Norman',1
\xe2\x80\x9cApicomplexa,1
egalitarianism.,1
researches,1
zoo,21
13\xe2\x80\x93148,1
\xe2\x80\x9ca,1
Munda-speakers,1
21.6\xc2\xa0\xc2\xb1\xc2\xa00.5,1
urethral,1
sympatric,2
thereof,1
valued,1
"accumulated,",1
Nile,1
emergence/re-emergence,1
(Protection),1
"1990,",5
"text,",1
accounting,2
4000,1
gain;,1
"measured,",1
wetland,8
edge.,1
underline,1
NCWOR,1
"root,",1
sera,1
https://www.sciencedirect.com/science/article/pii/S1877959X15000254,1
bordered,1
change.\xe2\x80\xa2Co-existence,1
measured,4
mangrove-dependent,1
rate.,1
wrong,1
assumption,2
drainage,2
documented;,1
https://www.sciencedirect.com/science/article/pii/S0093691X12001367,1
palm,2
boswellic,1
fancy,1
sperm,18
"reservoir,",1
wearing,1
subsistence,2
'Nesar',1
mediated,1
regeneration,1
Oceans.,1
think,3
244,1
looked,1
"consequence,",1
Royal,5
enforced,1
"\xe2\x80\x9cwildness,\xe2\x80\x9d",1
express,1
16.6%,1
concourent,1
efforts.AbstractThe,1
alive,1
'AbstractEcological,1
(S.,3
84,1
criteria,4
transgression,1
Scottish,4
resource-dependent,1
student-generated,1
Mangrove,11
data.,2
fitness.,1
2-min,1
fertilization,1
gardens,1
'Accumulation,1
inactivated,2
"fulgens),",1
interspecies,1
800km2,1
AnalysisThe,1
"multi-gear,",1
shallow,2
"demands,",2
"pregnant,",1
absorbing,1
And,2
extensive.,1
preventing,1
"before,",1
utilitarian-based,1
"condition,",1
absent,2
1.4\xe2\x80\x933.04).,1
continents.,1
zoonotic,15
demand.,1
Nature,12
(Boswellia,1
cosmetics,1
list,5
left,2
Kong.,1
PL.,1
semiterrestrial,1
isolated,8
"biology,",2
terra,1
'AbstractPulicat,1
just,2
58,1
How,3
slowing,2
"varied,",1
haemominutum\xe2\x80\x99,4
scattered,3
"vaccination,",2
red,19
badids.',1
"fisher,",1
death.,3
fishery,6
identification,12
losses,2
"hydro-climatological,",1
catheter,2
harmed,1
flaviviridae),1
human-induced,2
vise,1
Non-pregnant,1
Europe.,2
resolving,1
'Benjamin,1
poor.,1
future.',1
Kunth,2
transcript,3
D),1
designation,2
Kyasanur,1
(a,3
"36,091",1
sufficient,1
60%,2
decreases,1
sanctuary,1
"these,",2
',1
worst,2
numerous,4
contrary,1
dimensions.',1
"Queensland,",1
"numbers,",2
https://www.sciencedirect.com/science/article/pii/B978012801948100029X,1
"shrimp,",2
Inquirendae,1
"rates,",2
US$,6
badid,4
sur,1
socially,2
-,46
"infestations,",1
wider,2
flagships,1
advent,2
Chain,2
Bangladesh:,3
Scatophagus,1
"activism.""",1
economy.\xe2\x80\xa2Traditional,1
prevent,5
man\xe2\x80\x99s,1
analyze,3
"Fishes,",1
"member,",1
livelihoods,11
complexes,1
beneficial,1
nomen,1
commensurability,1
introduced,5
Threatened,2
caring,2
"validity,",1
relations,6
structure,4
biomarker,2
Species',2
fossil,1
creation,2
inform,5
identification.,2
rapid,8
survival,6
"progeny,",1
"stability,",1
Compounds,1
"features,",2
phylogenies,2
estimate,7
reviewed.,2
"(18%),",1
country.,2
"warming,",2
protocols;,1
vulture,1
Cassia',1
studies).,1
chlortetracycline,1
(PFOS),1
technique,3
forces,1
advance,6
microsatellite,4
l\xe2\x80\x99emp\xc3\xaacher,1
ethnozoological,1
3091,1
documents,1
"attitudes,",1
subspecies,9
fine,1
modifications,2
North,5
'Faecal,1
improved,2
For,1
dual,1
mineral-rich,1
"27(160),",1
easy,3
setup,1
nigripes),1
Shams',1
administration.,1
acid-formic,1
"framework,",4
Information,3
NGO,1
Dreamworld,1
caudal,2
"sizes,",1
"individual,",1
skin,1
"Landscape,",1
sea-level,1
checking,1
https://www.sciencedirect.com/science/article/pii/000632079290739A,1
"environment,",3
"humans,",1
activities,8
Chitwan,10
"Raccoon,",1
silvestris).,1
1988.,1
theoretical,4
owners,1
infanticidal,2
itself.,1
agencies,3
(PFCs),1
(Teleostei:,1
targeted,2
Glance,1
lineages,1
"autobiographies,",1
"Himalayas,",1
District.,1
Almost,1
Value,1
https://www.sciencedirect.com/science/article/pii/S0379073802000452,1
traditional,11
"authoritative,",1
federal,1
'Manabendra,1
https://www.sciencedirect.com/science/article/pii/B9780128019481000124,1
https://www.sciencedirect.com/science/article/pii/000632079290730B,1
restoration,6
policy,15
exhibit,1
(97\xe2\x80\x93100%,1
holes,1
short-faced,1
individual.,1
chirata,2
'Fritz',1
freeze\xe2\x80\x93thaw,1
ability).,1
pre-monsoon,1
57,1
"ketamine,",1
compensated,1
(Ailuridae),1
209,1
differences,7
allows,4
monopolistic,1
152,1
reaches,1
States.,1
February,1
"exploitation,",1
"""Selected",1
prevention,2
methodological,1
"has,",1
variable,2
community-based,1
determinants,2
'Evaluation,2
https://www.sciencedirect.com/science/article/pii/0006320792907367,1
Biotechnological,1
forms;,3
devastated,1
"proximity,",1
'Neou',1
200,2
two-part,1
exceeding,2
microbiota.,1
presentation,1
parallel,1
Microsatellite,1
locus,1
"activities\xe2\x80\x94consultancy,",1
disposal.,1
includes,2
off-farm,1
Life-threatening,1
characterizes,1
significance,7
"tropics,",1
respondents,2
actions,3
profile,1
stakeholders,6
requires,5
parasite,4
"streamflow,",1
Present,2
gaps,3
sahulensis),1
belong,1
bureaucratic,1
Fifteen,2
"pressure,",1
'Damon,2
scaling,1
'Mark',1
conservation:,2
~1.2%,1
carnivore,9
"Bruton,",1
24.3\xc2\xa0\xc2\xb1\xc2\xa00.5,1
century.,1
'K.',2
abiotic,1
heritage,3
spending,3
tracts,2
(14%),1
taxon,1
$47,1
"approach.\xe2\x80\x9d""",1
'1,1
prevents,1
"females,",4
effectiveness,7
timber.',1
immunoassay,1
considerably,2
tandem,2
bovis,1
introduction,2
stakeholders.,2
IUCN-The,1
'Institutional,1
basin-wide,4
TTR,1
Ecoengineering,5
likely,21
condition,1
devising,1
flood,1
gap,1
correspondence,1
Buxa,1
Park',1
white-backed,1
soil.,1
reactions,1
"ban,",1
97.70%,1
commercially,4
bilateral,1
8.1%,1
"measures,",2
tentatively,1
framing,5
replace,1
analytical,2
deserts,1
Indochinese,1
unpublished,1
'Morris,1
fauna.,4
countries.,8
severely,7
appreciated.,1
unbefitting,2
new,10
"USA,",1
speciesCharacterization,1
Tripura,1
races,1
decade.,1
faces.,1
'Lukas',1
declared,4
"truth,",1
ecosystems.',1
designed,2
oak,1
thus,9
Predicaments,1
Sarcocystis,1
l\xe2\x80\x99\xc3\xa9tat,1
ecology,9
offers,1
wet,1
spectacled,1
organize,1
"Tiger,",1
identities,1
non-reproducing,2
criterion,1
(mean\xc2\xa0\xc2\xb1\xc2\xa0SEM),1
feeding.\xe2\x80\xa2Uses,1
motivated,1
Blaffer',1
"Fortunately,",1
ex,5
Zoos.',1
"(>61%).""",1
sea,11
before,7
"Sumatra,",1
technique',1
"studies,",2
(FCM),1
"WESTMINSTER,",1
encourage,2
https://www.sciencedirect.com/science/article/pii/S0140673602809990,1
"today,",3
extensive,14
unsustainable,2
What,3
strategy.AbstractEvolving,1
calculated,1
Apart,1
frequencies,5
scale.,1
"methodsFirstly,",1
https://www.sciencedirect.com/science/article/pii/B978012387732100004X,1
Estimating,1
'An,4
tell,1
people.,4
traits.,1
confirmed,3
rare,4
Bayesian,3
assist,4
trunks,2
Hammondia-like,1
interventions;,1
great.,1
link,1
corridors,3
"(panda,",1
"Mandal,",1
methods.,2
occurred,6
funds,3
ovaries,4
activists,2
numerous.',1
door,1
"fee,",1
influenced,5
"types,",3
https://www.sciencedirect.com/science/article/pii/B9780120410002500461,1
method.,2
reproducible.,1
"sub-species,",1
chronic\xe2\x80\x9d,1
overall.,1
aspirations.',1
urban,2
"peculiarity,",1
"distribution,",6
Important,1
"costs,",1
anti-dowry,1
"Overall,",2
led,3
'Formal,1
https://www.sciencedirect.com/science/article/pii/S0925857416304694,1
learning,3
mudflats,1
interacts,1
"review,",1
guide,2
incurs,1
"78,656",1
contact,3
"Myanmar,",1
Kalachakra,1
Hazards',2
Near,2
WWF,1
detectable,2
exclusive,2
decoration,1
must,9
solved,1
added,5
committees,1
47.6\xc2\xa0kb,1
d\xc3\xa9pendance,1
sub-species,1
achieve,6
reporting.Material,1
improvement.,1
"kills,",1
"factors,",7
d\xe2\x80\x99aventure,1
provokes,1
Iriomote,1
inadequacies,1
capitalism\xe2\x80\x99s,1
environmentalists.',1
Anthropocentric,1
"households.\xe2\x80\xa2While,",1
initiation.,1
complicate,1
